# HoopsValue MASTER ROSTER - every player under contract 2026-27, all 30 teams.
# THE roster source of truth. Compiled by 6 division agents from Spotrac
# (canonical) cross-checked vs ESPN + RealGM, reconciled 2026-07-27.
# Re-verified 2026-08-18: August trades/signings/waives applied from the
# adversarial web-search round (see receipts/2026-08-18-offseason-reverification.md).
# Maintain by hand as trades/waivers/signings happen (same doctrine as
# real_signings), then re-run scripts/build_master_roster_xlsx.py.
# kind: standard | two_way | pending (agreed, not official, not vs limits)
asof,team,player,salary_M,kind,pos,notes
,MEM,D'Angelo Russell,5.97,standard,PG/SG,"Acquired in July 8 six-team trade (expiring, final year ~$5.9-6.0M); MEM and Russell working toward trade or buyout per RealGM/Yahoo (7/23), still on roster as of 7/27"
,MEM,Kris Murray,5.32,standard,SF/PF,"Acquired from POR June 30, 2026 in Ja Morant trade"
,MEM,Walter Clayton Jr.,4.19,standard,PG/SG,Acquired from UTA Feb 2026 in JJJ trade; 2027-28 club option due 10/31/26
,MEM,Taj Gibson,3.82,standard,C/PF,"Real signing, verified: 2yr vet-min signed Feb 2026 at age 40 (now 41); 2026-27 non-guaranteed until 1/10/27; named by Hoops Rumors as MEM's most obvious waive candidate in the roster crunch"
,MEM,AJ Johnson,3.24,standard,SG/SF,"WAS to DAL (Feb, AD deal) to MEM (July 8 six-team trade); 2027-28 club option due 10/31/26"
,MEM,Olivier-Maxence Prosper,2.5,standard,PF/C,Signed after DAL waived him (DAL carries stretched dead money)
,MEM,Scotty Pippen Jr.,2.46,standard,PG/SG,2027-28 club option
,MEM,Cam Spencer,2.41,standard,PG/SG,Multi-year; 2028-29 club option
,MEM,G.G. Jackson,2.41,standard,PF/SF,Final year
,MEM,Jaylen Wells,2.3,standard,SF/SG,Non-guaranteed until opening night 10/19/26
,MEM,Javon Small,0.68,two_way,PG,2025 No. 48 pick; re-signed two-way 7/10/26
,MEM,Jahmai Mashack,0.68,two_way,SG,On two-way since Nov 2025
,MEM,Karim Lopez,3.75,standard,PF,"2026 No. 21 pick (rights from DET draft night); rookie scale officially signed 7/29/26: 4yr $18.37M, $3,746,760 in 2026-27, first two years gtd"
,MEM,Richie Saunders,0,two_way,SG,"2026 No. 32 pick, unsigned (Feb 2026 ACL rehab); reported likely two-way when cleared; PROMOTED to official per Barrett 2026-07-27"
,MIA,Giannis Antetokounmpo,58.46,standard,PF/C,traded from MIL 7/6/26; 2027-28 player option $62.8M
,MIA,Bam Adebayo,49.49,standard,C/PF,2028-29 player option $57.4M
,MIA,Andrew Wiggins,30.17,standard,SF/PF,traded to MIA 2/6/25; salary drops to $16.5M in 27-28; 2028-29 PO
,MIA,Nikola Jovic,16.2,standard,PF/C,rookie extension through 2029-30
,MIA,Bobby Portis,14.52,standard,C/PF,traded from MIL 7/6/26 (Giannis deal); 2027-28 PO
,MIA,Davion Mitchell,12.4,standard,PG/SG,expiring (2yr/$24M signed 7/7/25)
,MIA,Tim Hardaway Jr.,6.07,standard,SG/SF,signed 1yr/$6.07M as FA 7/6/26
,MIA,Dru Smith,2.58,standard,PG/SG,2027-28 club option/partial gtd
,MIA,Myron Gardner,2.58,standard,SF/SG,non-guaranteed until 1/10/27
,MIA,Simone Fontecchio,2.45,standard,SF/PF,signed vet-min 1yr 7/2/26
,MIA,Pelle Larsson,2.3,standard,SG/SF,guarantee decision at opening night 10/19/26
,MIA,Ryan Conwell,1.36,standard,SG,"2026 2nd round No.37; 3yr deal signed 7/1/2026 starting at rookie-min $1.36M for 2026-27, yr1 fully guaranteed (prior $0 cap-hit claim was wrong); yr2 50% gtd, yr3 team option w/ conditional gtd; mirrors Pelle Larsson structure per Ira Winderman"
,MIA,Vladislav Goldin,0,two_way,C,two-way; QO due 6/29/27
,MIA,Tre Donaldson,0,two_way,PG,"two-way (2026 undrafted, Miami FL); only 2 of 3 two-way slots used"
,MIL,Tyler Herro,33,standard,SG/PG,Acquired 7/6/26 from MIA in Giannis Antetokounmpo trade; expiring
,MIL,Myles Turner,26.58,standard,C,Signed with MIL as FA in July 2025 (from IND)
,MIL,Kyle Kuzma,20.49,standard,PF/SF,Expiring; $19.43M of $20.49M guaranteed
,MIL,Gary Trent Jr.,15.2,standard,SG/SF,Re-signed 4yr/$64M on 7/16/26
,MIL,Caris LeVert,14.81,standard,SF/SG,Acquired 7/8/26 from DET in 6-team trade (MIL sent Gary Harris + Taurean Prince to DET); expiring
,MIL,AJ Green,10.04,standard,SF/PF,Veteran extension through 2029-30
,MIL,Brayden Burries,6.42,standard,SG,No. 10 pick 2026 draft (Arizona); signed rookie scale
,MIL,Jaime Jaquez Jr.,5.94,standard,SF/PF,Acquired 7/6/26 from MIA in Giannis trade; final rookie-scale year
,MIL,Ousmane Dieng,5.75,standard,PF/C,Signed 3yr/$17.5M on 7/9/26 (2028-29 team option)
,MIL,Nate Ament,5.5,standard,PF,No. 13 pick 2026 draft (Tennessee; pick acquired from MIA in Giannis trade); signed 4yr/$25.98M rookie scale 7/8/26
,MIL,Kevin Porter Jr.,5.39,standard,PG/SG,2026-27 player-option year of deal signed with MIL in 2025
,MIL,Kel'el Ware,4.65,standard,C/PF,Acquired 7/6/26 from MIA in Giannis trade; rookie scale yr 3
,MIL,Ryan Rollins,4,standard,PG/SG,Year 2 of deal re-signed with MIL in 2025
,MIL,Kasparas Jakucionis,3.84,standard,PG/SG,Acquired 7/6/26 from MIA in Giannis trade; rookie scale yr 2
,MIL,Jericho Sims,2.8,standard,C,Second year of deal signed with MIL in 2025; expiring
,MIL,Pete Nance,2.54,standard,PF,Signed 2yr/$5.29M on 7/8/26; 2026-27 non-guaranteed per Spotrac
,MIL,Bogoljub Markovic,1.36,standard,PF,"2025 2nd-rounder (No. 47), stashed in 2025-26; first NBA season on rookie-min deal"
,MIL,Kam Jones,0,two_way,PG/SG,"Traded IND-to-CHI on draft night (for No. 38 pick), waived by CHI, signed MIL two-way ~7/4/26"
,MIL,Cormac Ryan,0,two_way,SG,Year 2 of two-year two-way
,MIL,Rafael Castro,0,two_way,C,"Undrafted (George Washington), signed two-way 6/24/26; confirmed by Hoops Rumors/team reports but missing from Spotrac and ESPN pages (see caveats)"
,MIN,Anthony Edwards,48.92,standard,SG/SF,Max extension
,MIN,LaMelo Ball,40.77,standard,PG/SG,Acquired with Josh Green from CHA in 4-team trade July 2026 (Naz Reid + 3 first swaps + 3 seconds out); max ext through 2028-29
,MIN,Rudy Gobert,36.5,standard,C,"Vet extension (2025), through 2027-28"
,MIN,Jaden McDaniels,26.2,standard,SF/PF,Rookie extension
,MIN,Ayo Dosunmu,19.31,standard,SG/PG,Acquired from CHI at Feb 2026 deadline (Dillingham/Miller package); re-signed 4yr as FA July 2026
,MIN,Josh Green,14.68,standard,SF/SG,Acquired with Ball from CHA July 2026; final year of rookie extension
,MIN,Donte DiVincenzo,12.54,standard,PG/SG,Final year of 4-yr deal
,MIN,Joan Beringer,4.41,standard,PF/C,"2025 1st-rounder (No. 17), year 2"
,MIN,Jaylen Clark,3.09,standard,SG/SF,Re-signed 3yr July 2026
,MIN,Bones Hyland,2.85,standard,PG/SG,Signed 1yr July 2026
,MIN,Terrence Shannon Jr.,2.8,standard,SF/SG,Year 3 rookie scale (2024 No. 27)
,MIN,Trey Lyles,2.45,standard,PF/C,"Re-signed 1yr vet min July 2026; cap hit is 2-yr-min charge, base $3.88M"
,MIN,Isaiah Evans,1.36,standard,SG,2026 No. 33 pick (Duke); 4yr/$9.26M second-round exception; not yet added to Spotrac cap table (lag)
,MIN,Enrique Freeman,0,two_way,PF,"Re-signed two-way July 2, 2026 (Spotrac cap page still shows stale 2W cap hold)"
,MIN,Zyon Pullin,0,two_way,PG,"2-yr two-way signed 2025, covers 2026-27"
,MIN,Rocco Zikarsky,0,two_way,C,"2-yr two-way signed 2025, covers 2026-27"
,MIN,Trey Kaufman-Renn,0,two_way,PF,"2026 No. 59 pick (Purdue); drafted but unsigned - on ESPN roster, no contract on Spotrac/RealGM; PROMOTED to official per Barrett 2026-07-27"
,NOP,Zion Williamson,42.17,standard,PF/SF,2027-28 $44.9M guarantees 7/15/27
,NOP,Jordan Poole,34.04,standard,SG/PG,Expiring final year
,NOP,Dejounte Murray,32.79,standard,PG/SG,2027-28 player option $30.8M
,NOP,Trey Murphy III,27,standard,SF/SG,Rookie extension through 2029-30
,NOP,Herb Jones,14.9,standard,SG/SF,2027-28 player option $24.2M
,NOP,Jeremiah Fears,7.9,standard,PG/SG,"2025 lottery pick, yr 2; 2027-28 club option due 10/31/26"
,NOP,Jordan Hawkins,7.02,standard,SG/PG,Final rookie-scale year; 2027 RFA (QO $10.5M)
,NOP,Saddiq Bey,6.56,standard,SF/PF,Cap hit incl. likely incentives (base $6.44M); final year
,NOP,Derik Queen,5.42,standard,C,"2025 first-rounder, yr 2; 2027-28 club option due 10/31/26"
,NOP,DeAndre Jordan,3.88,standard,C,2yr vet deal; 2027-28 $4.07M guaranteed
,NOP,Yves Missi,3.51,standard,C,Rookie scale yr 3; 2027-28 club option due 10/31/26
,NOP,Bryce McGowens,2.58,standard,SG/SF,Converted from two-way to standard March 2026; 2027-28 club option
,NOP,Karlo Matkovic,2.3,standard,PF/C,2027 RFA
,NOP,Micah Peavy,2.15,standard,SF/SG,2025 No. 40 pick; partial guarantees
,NOP,Malik Dia,0.68,two_way,PF,"two-way signed 8/18/26 (Hunter Dickinson waived from his two-way the same day)"
,NOP,Jaron Pierre Jr.,0.68,two_way,SG,2026 No. 58 pick; two-way official 7/24/26
,NOP,Trendon Watford,2.45,standard,PF/SF,"signed 8/17/26: 1yr vet min ($2.85M actual, $2.45M cap hit); PHI had declined his $2.8M team option in June"
,NYK,Karl-Anthony Towns,57.08,standard,C/PF,2027-28 player option $62.1M
,NYK,OG Anunoby,42.5,standard,PF/SF,2028-29 player option
,NYK,Jalen Brunson,37.74,standard,PG,2028-29 player option
,NYK,Mikal Bridges,33.48,standard,SG/SF,2029-30 player option
,NYK,Josh Hart,20.92,standard,SF/SG,Extension-eligible 8/10/2026; 2027-28 team option $22.4M
,NYK,Landry Shamet,5.49,standard,SF/SG,Re-signed multi-year 7/6/2026
,NYK,Jose Alvarado,4.44,standard,PG/SG,Signed multi-year FA 7/6/2026 (from NOP)
,NYK,Miles McBride,3.96,standard,SG/PG,
,NYK,Pacome Dadiet,2.98,standard,SF/PF,2027-28 club option decision due 10/31/2026
,NYK,Mohamed Diawara,2.62,standard,PF/SF,Re-signed multi-year 7/6/2026; partial guarantees
,NYK,Jordan Clarkson,2.45,standard,SG/PG,Re-signed vet-min 7/10/2026; discounted cap hit
,NYK,Andre Drummond,2.45,standard,C,Signed vet-min FA 7/6/2026; discounted cap hit
,NYK,Tyler Kolek,2.3,standard,PG/SG,2027-28 team option
,OKC,Chet Holmgren,41.24,standard,PF/C,Rookie-max extension begins 2026-27 (25% of cap)
,OKC,Jalen Williams,41.24,standard,SF/PF,Rookie-max extension begins 2026-27 (25% of cap)
,OKC,Shai Gilgeous-Alexander,40.81,standard,PG/SG,Final year of current deal; supermax extension kicks in 2027-28
,OKC,Isaiah Hartenstein,23.15,standard,C,Re-signed 3yr July 2026 (option year 2028-29)
,OKC,Alex Caruso,19.55,standard,SF/SG,"Vet extension (2025), through 2028-29"
,OKC,Jaylin Williams,7.77,standard,C/PF,Vet extension (2025); TO decision 2027
,OKC,Cason Wallace,7.42,standard,SG/SF,Final rookie-scale year (RFA 2027)
,OKC,Aday Mara,5.79,standard,C,"2026 1st-rounder, No. 12 (Michigan)"
,OKC,Nikola Topic,5.43,standard,PG/SG,Year 3 rookie scale (2024 No. 12)
,OKC,Kenrich Williams,5,standard,PF/C,Re-signed 1yr/$5M July 2026
,OKC,Thomas Sorber,4.89,standard,C,"2025 1st-rounder (No. 15), year 2"
,OKC,Bennett Stirtz,4.72,standard,PG,"2026 1st-rounder, No. 16 (Iowa)"
,OKC,Jared McCain,4.42,standard,SG/PG,"Acquired from PHI Feb 4, 2026 (HOU 2026 1st + 3 seconds); rookie-scale year 3"
,OKC,Ajay Mitchell,2.85,standard,PG/SG,3-yr deal signed 2025; TO decision 2027
,OKC,Otega Oweh,0,two_way,SG,2026 No. 41 pick (Kentucky); signed two-way July 2026
,OKC,Brooks Barnhizer,0,two_way,SF,2025 No. 44 pick; re-signed two-way 2026
,OKC,Josh Dix,0,two_way,SG,2026 undrafted (Creighton); signed two-way July 2026
,ORL,Franz Wagner,41.75,standard,SF/PF,max rookie ext through 2029-30
,ORL,Paolo Banchero,41.24,standard,PF/SF,max rookie ext; 2030-31 player option
,ORL,Desmond Bane,39.45,standard,SG/SF,traded from MEM 6/15/25
,ORL,Jalen Suggs,32.4,standard,PG/SG,declining deal through 2029-30
,ORL,Wendell Carter Jr.,18.1,standard,C,2028-29 team option $21.0M
,ORL,Anthony Black,10.11,standard,PG/SG,rookie scale yr 4; RFA 2027 (QO $14.5M)
,ORL,Goga Bitadze,7.61,standard,C,expiring
,ORL,Tristan Da Silva,3.99,standard,SF/PF,"2024 No. 18, yr 3; TO 2027-28"
,ORL,Jase Richardson,3.13,standard,SG/PG,"2025 No. 25, yr 2; TO 2027-28"
,ORL,Jamal Cain,2.58,standard,SF,non-guaranteed until 1/10/27
,ORL,Jevon Carter,2.45,standard,PG/SG,signed vet-min 1yr 7/1/26
,ORL,Jonathan Isaac,2.45,standard,PF/C,waived (carries $8.0M 2026-27 dead cap) then re-signed 1yr min 7/1/26
,ORL,Nikola Vucevic,2.45,standard,C/PF,"returned to ORL, 1yr min signed 7/1/26 ($3.88M cash, $2.45M cap hit)"
,ORL,Noah Penda,2.15,standard,SF/PF,"2025 2nd round No. 32, yr 2"
,ORL,Izaiyah Nelson,0,two_way,C,"2026 2nd round No. 51; two-way, 50% gtd first day of season"
,ORL,Alex Morales,0,two_way,SG,two-way; QO due 6/29/27
,ORL,Colin Castleton,0,two_way,C,two-way; 50% gtd first day of season
,PHI,Joel Embiid,57.99,standard,C,2028-29 player option $67.3M
,PHI,Jaylen Brown,57.74,standard,SF/SG,Acquired from BOS 7/6/2026 for Paul George + 2 firsts (incl PHI 2031) + 2 seconds
,PHI,Tyrese Maxey,40.77,standard,PG/SG,Extension-eligible 7/7/2027
,PHI,VJ Edgecombe,11.66,standard,SG/SF,2025 No.3 pick; 2027-28 club option decision due 10/31/2026
,PHI,Dean Wade,9,standard,SF/PF,Signed multi-year FA 7/6/2026
,PHI,Anfernee Simons,6,standard,PG/SG,"Signed FA 7/6/2026; 2027-28 player option $6.3M (was BOS, traded to CHI 2/5/2026, then FA)"
,PHI,Kentavious Caldwell-Pope,2.45,standard,SG/SF,"officially signed 8/5/26: 1yr $3.9M actual ($2.45M vet-min cap hit) after the MEM buyout cleared 7/28; MEM carries $17.7M dead"
,PHI,LeBron James,3.88,standard,PF/SF,Signed vet-min 1+1 on 7/26/2026; 2027-28 player option $4.07M
,PHI,Labaron Philon Jr.,3.6,standard,PG,2026 1st-round pick No.22
,PHI,Dominick Barlow,3.42,standard,PF/C,Signed multi-year 2/5/2026
,PHI,Ariel Hukporti,3.4,standard,C,Signed FA 7/6/2026 (from NYK)
,PHI,Jabari Walker,2.58,standard,PF/SF,Signed 2/19/2026; non-guaranteed until 1/10/2027
,PHI,Justin Edwards,2.41,standard,SF/PF,2027-28 club option
,PHI,Adem Bona,2.3,standard,C,2027-28 club option
,LAC,Johni Broome,2.15,standard,C,"traded to LAC 7/28/26 with a 2027 2nd for cash (PHI ducking both aprons after LeBron/KCP); 2025 2nd-round pick No.35; partial guarantees"
,PHI,Duke Miles,1.36,standard,SG,"Exhibit 10 camp deal, agreed 6/27/2026 and officially signed early July (undrafted 2026, Vanderbilt); 1yr rookie-minimum $1,357,763 base, fully non-guaranteed ($0 gtd, no cap charge if waived pre-season)"
,PHI,Caleb Love,0,two_way,PG/SG,Two-way; undrafted 2025
,PHI,Rayan Rupert,0,two_way,SG,Two-way; 2023 2nd-round pick No.43
,PHX,Devin Booker,57.08,standard,SG/PG,designated-veteran extension
,PHX,Jalen Green,36.25,standard,SG/PG,3yr/$105.3M rookie extension (2025); cap hit includes trade-bonus proration
,PHX,Miles Bridges,22.83,standard,PF/SF,"traded from CHA Jul 13, 2026 (with 2029 1st, 2027 2nd) for Grayson Allen, Royce O'Neale, 2033 1st"
,PHX,Dillon Brooks,20.99,standard,SF/PF,final year of 4yr/$86M; includes $1M likely incentives
,PHX,Mark Williams,11.73,standard,C,"signed 3yr/$38M Jul 7, 2026"
,PHX,Collin Gillespie,10.71,standard,PG,re-signed 4yr/$48M July 2026
,PHX,Khaman Maluach,6.32,standard,C,"2025 first-round pick, year 2 rookie scale"
,PHX,Luke Kennard,6.06,standard,SG/PG,"signed 2yr/$12.43M Jul 14, 2026 via taxpayer MLE; 2027-28 player option"
,PHX,Jordan Goodwin,5.86,standard,PG/SG,"re-signed 3yr/$19M Jul 7, 2026"
,PHX,Haywood Highsmith,2.45,standard,SF/PF,"waived 8/12/26 ($1M partial = PHX dead money) and re-signed 8/17/26: 1yr vet min ($3.07M actual, $2.45M cap hit); Exhibit 3 right-knee clause"
,PHX,Koa Peat,2.93,standard,PF,2026 first-round pick (Arizona); rookie scale
,PHX,Ryan Dunn,2.78,standard,SF/PF,3rd year rookie scale
,PHX,Jamaree Bouyea,2.58,standard,PG/SG,non-guaranteed
,PHX,Oso Ighodaro,2.3,standard,C,3rd year of 2024 second-round deal
,PHX,Rasheer Fleming,2.15,standard,PF/C,2nd year of 2025 second-round deal
,PHX,Pat Spencer,0,two_way,PG/SG,two-way signed 2026
,PHX,Koby Brea,0,two_way,SG,two-way signed 2026
,PHX,CJ Huntley,0,two_way,PF,"2yr two-way signed 2025, runs through 2026-27"
,POR,Ja Morant,42.17,standard,PG/SG,"Acquired from MEM, official July 6, 2026, for Jerami Grant + Kris Murray + $1M cash; deal runs through 2027-28"
,POR,Jrue Holiday,34.8,standard,SG/PG,PO for 2027-28; acquired from BOS June 2025
,POR,Shaedon Sharpe,20.09,standard,SG/PG,"Rookie extension (2026) begins 2026-27, through 2029-30"
,POR,Toumani Camara,18.08,standard,PF/SF,"Vet extension (2026) begins 2026-27, through 2029-30"
,POR,Robert Williams III,14,standard,C,2-yr vet extension signed 2026
,POR,Scoot Henderson,13.59,standard,PG/SG,Final rookie-scale year (RFA 2027)
,POR,Damian Lillard,13.4,standard,PG,Year 2 of 3-yr deal signed July 2025; PO 2027-28; NTC
,POR,Deni Avdija,13.13,standard,SF/SG,Final year of current deal (UFA 2028 per RealGM)
,POR,Donovan Clingan,7.52,standard,C,Year 3 rookie scale (2024 No. 7); TO decision 2027
,POR,Yang Hansen,4.64,standard,C,"2025 1st-rounder (No. 16), year 2"
,POR,Micah Potter,2.8,standard,PF/C,Rest-of-season deal (2025-26) running through 2026-27
,POR,Vit Krejci,2.67,standard,SG/PG,"through 2027-28; $250K of his $2.67M partially guaranteed by passing the 8/1/26 roster date, full at opening night"
,POR,Jeremy Sochan,2.45,standard,PF/SF,"signed 8/2/26: 1yr vet min NON-GUARANTEED (Exhibit 9 right-knee language; $2.63M if he makes the roster); camp battle"
,POR,Sidy Cissoko,2.5,standard,SF/SG,Rest-of-season deal (2025-26) running through 2026-27
,POR,Branden Carlson,2.45,standard,C,Re-signed 1yr minimum July 2026
,POR,John Tonje,0,two_way,SG,2025 No. 53 pick; two-way signed 2026 covering 2026-27 (+2027-28)
,POR,Jayson Kent,0,two_way,PF/SF,"2-yr two-way signed 2025, covers 2026-27"
,POR,Chris Youngblood,0,two_way,SF/SG,"2-yr two-way signed 2025, covers 2026-27"
,SAC,Zach LaVine,48.97,standard,SG/SF,exercised $48.97M player option June 2026; final year of 2022 max
,SAC,Domantas Sabonis,45.47,standard,C/PF,veteran extension; $2.6M unlikely incentives on top
,SAC,De'Andre Hunter,24.91,standard,SF/PF,final year of 4yr/$90M rookie extension
,SAC,Keegan Murray,24.14,standard,PF/SF,year 1 of 5yr/$140M rookie extension
,SAC,Malik Monk,20.19,standard,PG/SG,Spotrac $20.19M vs ESPN $21.19M; Spotrac (canonical) used
,SAC,Darius Acuff Jr.,8.02,standard,PG,2026 draft pick No. 8 (Arkansas); rookie scale 4yr/$36.47M
,SAC,Precious Achiuwa,5.48,standard,PF/C,"signed 2yr/$11.23M Jul 7, 2026 via bi-annual exception"
,SAC,Nique Clifford,3.26,standard,SG/SF,"2025 first-round pick, year 2 rookie scale"
,SAC,Alex Karaban,2.95,standard,PF,2026 draft pick No. 30 (UConn); rookie scale
,SAC,Daeqwon Plowden,2.45,standard,SF/SG,"signed 2yr/$5.11M Jul 2, 2026"
,SAC,Maxime Raynaud,2.15,standard,C,2nd year of 2025 second-round deal
,SAC,Dylan Cardwell,2.15,standard,C,multi-year deal converted from 2025 rest-of-season contract
,SAC,Emanuel Sharp,1.36,standard,SG,"2026 draft pick No. 45 (Houston); 3yr/$6.35M via 2nd-round exception, Y3 team option; not yet on Spotrac cap table, Y1 estimated at rookie min"
,SAC,Jonathan Mogbo,0,two_way,PF/C,signed 2yr two-way with SAC 2026 (previously standard deal with TOR)
,SAC,Adam Flagler,0,two_way,PG,2yr two-way signed 2026
,SAS,De'Aaron Fox,49.49,standard,PG/SG,Yr 1 of max vet extension (30% of cap); BBRef shows $49.8M (stale cap estimate)
,SAS,Devin Vassell,27.5,standard,SG/SF,Cap hit incl. incentives ($27.0M gtd; BBRef lists 27.0)
,SAS,Keldon Johnson,18,standard,SF/SG,Final year; cap hit incl. incentives ($17.5M base)
,SAS,Victor Wembanyama,16.87,standard,C/PF,"Final rookie-scale year; signed max rookie extension starting 2027-28 (~$211.7M gtd, 2031-32 PO)"
,SAS,Julian Champagnie,15.35,standard,SF/PF,"Vet extension; sources conflict on 26-27 figure (Spotrac $15.35M, BBRef $13.89M)"
,SAS,Tobias Harris,15.04,standard,PF/SF,"Signed full NT-MLE July 2026, 2yr ~$30.8M"
,SAS,Dylan Harper,12.99,standard,PG/SG,"2025 No. 2 pick, yr 2; 2027-28 club option due 10/31/26"
,SAS,Luke Kornet,10.45,standard,C,Yr 2 of 4yr/$41M (2025)
,SAS,Stephon Castle,10.02,standard,SG/PG,Rookie scale yr 3; 2027-28 club option due 10/31/26
,SAS,Harrison Barnes,8,standard,PF/SF,Re-signed 1yr/$8M July 2026
,SAS,Carter Bryant,5.15,standard,PF/SF,"2025 No. 14 pick, yr 2; 2027-28 club option due 10/31/26"
,SAS,Jayden Quaintance,3.9,standard,C,"2026 first-round pick (scale fits ~No. 20), signed; $8.0M gtd through yr 2"
,SAS,Tarris Reed Jr.,3.08,standard,C,"2026 first-round pick (scale fits ~No. 26), signed"
,SAS,Jordan McLaughlin,2.45,standard,PG,"Re-sign agreed ~7/13/26, 1yr $3.3M (vet min; $2.45M cap hit), would be 14th man; still listed under Spotrac Pending Transactions; PROMOTED to official per Barrett 2026-07-27"
,SAS,David Jones Garcia,0.68,two_way,SF,Two-way contract
,SAS,Ja'Kobi Gillespie,0.68,two_way,PG,Two-way contract
,SAS,Maliq Brown,0.68,two_way,PF,Two-way contract; 50% guarantee at opening night
,TOR,Kawhi Leonard,50.3,standard,SF/PF,"Trade from LAC AGREED (for Ingram, Dick, 2031+2033 unprotected 1sts, 2027 swap, 2030+2033 2nds) but ON HOLD pending NBA investigation into his Aspiration deal; not official as of 7/27; $50.3M expiring; PROMOTED to official per Barrett 2026-07-27"
,TOR,Trey Jemison III,0.68,two_way,C,"two-way signed 8/4/26 (was NYK)"
,TOR,Scottie Barnes,41.75,standard,PF/SF,Designated-rookie max extension
,TOR,Immanuel Quickley,32.5,standard,PG/SG,
,TOR,RJ Barrett,29.62,standard,SG/SF,Plus $3.6M unlikely incentives
,TOR,Jakob Poeltl,19.5,standard,C,Future-year guarantees escalate with minutes/playoffs triggers
,TOR,Collin Murray-Boyles,6.65,standard,PF/C,2025 No.9 pick; 2027-28 club option decision due 10/31/2026
,TOR,Allen Graves,4.07,standard,PF,2026 1st-round pick No.19
,TOR,Ja'Kobe Walter,3.81,standard,SG/PG,2027-28 club option decision due 10/31/2026
,TOR,Kyle Anderson,2.45,standard,SF/PF,Signed vet-min FA 7/6/2026; discounted cap hit (base $3.88M)
,TOR,Trayce Jackson-Davis,2.41,standard,C/PF,Traded from GSW 2/5/2026; non-guaranteed until 1/10/2027
,TOR,Jamal Shead,2.3,standard,PG/SG,RFA 2027
,TOR,Jamison Battle,2.3,standard,SF/PF,Non-guaranteed; RFA 2027
,TOR,Alijah Martin,2.19,standard,SG,2025 2nd-round pick No.39; re-signed 7/3/2026; 2027-28 player option
,TOR,Nate Bittle,1.36,standard,C,"Exhibit 10 camp deal signed 7/10/2026 (undrafted 2026, Oregon); 1yr rookie-minimum $1,357,763 base, fully non-guaranteed ($0 gtd); reported candidate for TOR's open two-way slot"
,TOR,Jaden Bradley,0,two_way,SG,Two-way; 2026 2nd-round pick No.50
,TOR,Chucky Hepburn,0,two_way,PG,Two-way; undrafted 2025
,UTA,Jaren Jackson Jr.,49,standard,C/PF,"Acquired from MEM Feb 6, 2026 (8-player deal: Kessler stayed; Hendricks, Anderson, Clayton, Niang + 3 firsts out); vet extension signed 2026, PO 2029-30"
,UTA,Lauri Markkanen,46.11,standard,PF/SF,"Vet extension, through 2028-29"
,UTA,Darryn Peterson,13.2,standard,SG/PG,"2026 No. 2 overall pick (Kansas), rookie scale"
,UTA,Jusuf Nurkic,11.46,standard,C,Re-signed 2yr/$22M July 2026
,UTA,Ace Bailey,9.52,standard,SF/PF,"2025 No. 5 pick, year 2 rookie scale"
,UTA,Keyonte George,6.56,standard,PG/SG,Final rookie-scale year (RFA 2027)
,UTA,John Konchar,6.17,standard,SG/SF,Acquired from MEM in the Feb 2026 JJJ trade; final year
,UTA,Cody Williams,6.02,standard,SF/SG,Year 3 rookie scale (2024 No. 10); TO decision 2027
,UTA,Jaxson Hayes,6,standard,C,Signed 2yr/$12M July 2026 (2nd year TO)
,UTA,Josh Okogie,6,standard,SG/SF,Signed 2yr/$12M July 2026 (2nd year TO)
,UTA,Brice Sensabaugh,4.86,standard,SG/SF,Final rookie-scale year (RFA 2027)
,UTA,Svi Mykhailiuk,3.85,standard,SF/SG,Through 2027-28 (TO decision 2027)
,UTA,Mo Bamba,3.51,standard,C,Signed 2yr July 2026 (2nd year TO)
,UTA,Kyle Filipowski,3,standard,PF/C,Year 3 of 4-yr second-round deal (2024 No. 32); TO decision 2027
,UTA,Isaiah Collier,2.76,standard,PG/SG,Year 3 rookie scale (2024 No. 29); TO decision 2027
,UTA,Trey Alexander,0,two_way,PG/SG,Signed two-way July 2026
,UTA,Blake Hinson,0,two_way,PF/C,"2-yr two-way signed 2025, covers 2026-27"
,UTA,Tamar Bates,0,two_way,SG,"Two-way signed 2026, covers 2026-27 (+2027-28)"
,WAS,Anthony Davis,58.46,standard,PF/C,traded to WAS 2/5/26 (deadline); 2027-28 player option $62.8M
,WAS,Trae Young,49.49,standard,PG,signed 4yr/$212.8M as FA 7/6/26 (left ATL); 2029-30 PO
,WAS,AJ Dybantsa,14.75,standard,SF,2026 No. 1 overall pick (BYU)
,WAS,Alex Sarr,12.37,standard,C/PF,"2024 No. 2, yr 3; TO 2027-28"
,WAS,Bilal Coulibaly,9.24,standard,SG/SF,rookie scale yr 4; RFA 2027 (QO $13.3M)
,WAS,Tre Johnson,8.65,standard,SG/SF,"2025 No. 6, yr 2; TO 2027-28"
,WAS,Deandre Ayton,8.1,standard,C,traded from LAL 7/7/26; expiring
,WAS,Khris Middleton,5.59,standard,PF/SF,signed 3yr/$17.6M as FA 7/8/26 (partial gtd yrs 2-3)
,WAS,Cam Whitmore,5.46,standard,SF/SG,traded to WAS 7/6/25; RFA 2027
,WAS,Bub Carrington,4.9,standard,PG/SG,"2024 No. 14, yr 3; TO 2027-28"
